99.83.147.72, Amplification: 1.875
94.206.40.206, Amplification: 2.8125
93.89.202.139, Amplification: 3.5
94.201.105.155, Amplification: 1.875
94.205.48.98, Amplification: 1.875
94.16.154.45, Amplification: 1.875
94.206.122.67, Amplification: 6.625
93.87.38.74, Amplification: 4.625
94.168.100.234, Amplification: 4.125
94.156.59.160, Amplification: 5.125
94.200.40.118, Amplification: 5.5625
94.203.136.10, Amplification: 2.8125
94.199.79.178, Amplification: 1.875
94.181.188.190, Amplification: 6.75
94.156.46.103, Amplification: 1.875
94.159.43.210, Amplification: 4.5
94.200.112.62, Amplification: 2.8125
94.155.25.58, Amplification: 14.375
94.200.183.194, Amplification: 5.0625
94.205.48.254, Amplification: 1.875
94.16.215.232, Amplification: 9.625
94.154.20.203, Amplification: 1.875
94.158.157.142, Amplification: 6.125
94.181.181.166, Amplification: 4.5
95.130.226.234, Amplification: 8.75
94.181.174.60, Amplification: 6.75
94.156.216.167, Amplification: 1.875
94.180.247.10, Amplification: 8.75
94.20.82.6, Amplification: 13.875
94.236.210.227, Amplification: 6.125
94.231.212.65, Amplification: 1.875
94.20.230.175, Amplification: 13.375
94.20.81.90, Amplification: 1.875
94.181.181.139, Amplification: 6.75
94.155.221.82, Amplification: 1.875
94.158.46.202, Amplification: 4.5
94.154.57.51, Amplification: 1.875
94.200.134.30, Amplification: 2.8125
94.205.52.106, Amplification: 9.8125
94.200.81.142, Amplification: 5.5625
94.229.237.174, Amplification: 8.75
94.255.72.159, Amplification: 7.75
94.190.231.72, Amplification: 1.875
94.154.19.108, Amplification: 1.875
94.190.225.79, Amplification: 9.625
94.140.14.59, Amplification: 1.875
94.152.214.111, Amplification: 1.875
94.140.14.141, Amplification: 1.875
94.140.14.49, Amplification: 1.875
94.152.184.178, Amplification: 5.1875
94.140.14.14, Amplification: 1.875
94.190.209.180, Amplification: 10.25
94.154.17.139, Amplification: 1.875
94.140.14.140, Amplification: 1.875
94.153.131.254, Amplification: 8.875
94.232.217.1, Amplification: 6.125
98.13.82.63, Amplification: 1.875
94.231.130.14, Amplification: 8.75
94.140.193.187, Amplification: 6.75
94.135.228.220, Amplification: 1.875
94.127.63.9, Amplification: 1.875
94.127.63.11, Amplification: 1.875
94.140.104.242, Amplification: 14.375
94.139.221.231, Amplification: 1.875
94.127.59.6, Amplification: 1.875
94.127.63.6, Amplification: 1.875
94.138.104.8, Amplification: 4.125
94.243.61.94, Amplification: 4.5
94.240.38.161, Amplification: 12.875
94.127.59.12, Amplification: 1.875
94.139.240.121, Amplification: 4.5
94.141.170.78, Amplification: 6.75
94.139.221.136, Amplification: 1.875
94.139.206.143, Amplification: 1.875
94.126.61.223, Amplification: 1.875
94.127.59.14, Amplification: 1.875
94.138.204.245, Amplification: 1.875
94.138.81.162, Amplification: 4.5
94.127.59.8, Amplification: 1.875
93.34.4.222, Amplification: 1.875
94.127.59.10, Amplification: 1.875
94.127.59.11, Amplification: 1.875
95.110.222.190, Amplification: 1.875
94.102.156.250, Amplification: 1.875
94.230.242.146, Amplification: 4.125
94.124.199.113, Amplification: 6.75
95.110.154.72, Amplification: 1.875
94.137.189.166, Amplification: 8.875
94.124.194.172, Amplification: 6.75
94.127.135.212, Amplification: 9.46875
94.100.65.225, Amplification: 4.125
93.189.251.101, Amplification: 12.25
94.102.8.154, Amplification: 1.875
93.87.119.92, Amplification: 8.875
94.102.13.152, Amplification: 1.875
93.97.212.7, Amplification: 1.875
94.102.6.142, Amplification: 1.875
94.100.11.64, Amplification: 6.125
93.97.214.4, Amplification: 1.875
93.95.99.250, Amplification: 4.5
94.177.182.211, Amplification: 1.875
93.86.62.127, Amplification: 12.375
93.92.52.87, Amplification: 1.875
94.177.187.14, Amplification: 1.875
94.100.6.98, Amplification: 1.875
93.95.103.70, Amplification: 4.5
93.95.98.172, Amplification: 12.25
93.94.217.218, Amplification: 1.875
93.92.83.4, Amplification: 8.75
93.92.201.95, Amplification: 8.75
93.92.196.238, Amplification: 4.5
93.91.147.18, Amplification: 1.875
94.101.95.4, Amplification: 5.25
93.95.98.79, Amplification: 12.25
94.103.91.65, Amplification: 1.875
93.95.163.126, Amplification: 4.5
93.92.203.96, Amplification: 8.75
93.92.202.178, Amplification: 12.25
93.88.195.34, Amplification: 1.875
93.89.111.12, Amplification: 6.125
94.174.238.188, Amplification: 3.75
93.92.65.2, Amplification: 1.875
93.88.76.113, Amplification: 4.5
93.91.116.100, Amplification: 6.75
93.87.72.86, Amplification: 4.625
93.88.78.116, Amplification: 4.5
95.85.255.60, Amplification: 12.875
93.87.42.218, Amplification: 12.875
93.87.43.226, Amplification: 5.0
93.87.72.62, Amplification: 8.875
93.87.43.227, Amplification: 5.0
93.92.202.187, Amplification: 8.75
94.127.107.3, Amplification: 1.875
94.140.249.170, Amplification: 6.75
94.240.25.143, Amplification: 1.875
93.87.244.161, Amplification: 8.875
93.87.43.248, Amplification: 4.125
94.101.55.216, Amplification: 8.46875
94.100.6.99, Amplification: 1.875
94.101.55.219, Amplification: 8.46875
94.141.135.186, Amplification: 6.125
93.95.232.139, Amplification: 1.875
93.83.47.82, Amplification: 1.875
93.88.136.186, Amplification: 6.75
93.83.48.147, Amplification: 1.875
94.124.152.158, Amplification: 1.875
93.158.35.197, Amplification: 1.875
95.124.251.86, Amplification: 1.875
93.86.51.162, Amplification: 1.875
93.186.245.247, Amplification: 1.875
93.99.54.195, Amplification: 1.875
94.31.166.113, Amplification: 7.25
93.86.255.186, Amplification: 13.375
93.81.243.138, Amplification: 6.75
93.86.60.83, Amplification: 9.46875
93.150.23.67, Amplification: 13.875
93.157.235.27, Amplification: 6.75
93.175.245.14, Amplification: 8.46875
93.170.118.123, Amplification: 13.375
93.85.241.30, Amplification: 1.875
93.153.104.223, Amplification: 1.875
93.81.246.24, Amplification: 6.75
93.84.99.80, Amplification: 9.625
94.190.214.173, Amplification: 1.875
94.190.216.177, Amplification: 1.875
93.57.245.117, Amplification: 9.625
94.153.241.134, Amplification: 9.875
93.62.185.101, Amplification: 1.875
93.62.185.99, Amplification: 1.875
93.87.28.142, Amplification: 1.875
93.47.198.202, Amplification: 9.625
93.81.241.37, Amplification: 6.75
93.51.160.252, Amplification: 13.375
93.47.149.127, Amplification: 9.625
94.126.25.130, Amplification: 1.875
93.46.163.27, Amplification: 14.375
93.92.196.164, Amplification: 13.5
93.43.95.134, Amplification: 1.875
93.51.228.251, Amplification: 1.875
93.46.8.104, Amplification: 1.875
93.46.196.158, Amplification: 4.125
93.62.185.102, Amplification: 1.875
93.42.180.204, Amplification: 1.875
93.46.55.233, Amplification: 9.625
93.43.7.68, Amplification: 1.875
93.45.248.82, Amplification: 15.375
93.42.15.12, Amplification: 4.125
93.46.163.31, Amplification: 12.875
93.64.229.30, Amplification: 13.875
93.38.118.205, Amplification: 9.625
93.241.233.90, Amplification: 9.625
93.240.41.36, Amplification: 1.875
93.46.199.34, Amplification: 13.375
93.42.199.134, Amplification: 15.375
93.39.79.221, Amplification: 15.375
94.247.62.77, Amplification: 5.25
94.155.241.3, Amplification: 14.375
93.240.174.186, Amplification: 1.875
93.170.95.174, Amplification: 15.0
93.240.228.186, Amplification: 1.875
93.42.219.133, Amplification: 1.875
93.105.162.204, Amplification: 1.875
93.91.118.90, Amplification: 17.5
93.240.63.136, Amplification: 1.875
93.64.222.78, Amplification: 15.375
93.240.122.75, Amplification: 1.875
93.190.63.35, Amplification: 1.875
93.87.24.54, Amplification: 8.875
93.186.183.1, Amplification: 1.875
93.191.61.6, Amplification: 6.75
93.190.224.140, Amplification: 6.75
95.46.6.17, Amplification: 10.375
93.191.14.176, Amplification: 13.875
93.184.104.17, Amplification: 1.875
93.51.133.138, Amplification: 8.75
93.191.62.98, Amplification: 4.5
93.93.246.246, Amplification: 1.875
93.189.145.8, Amplification: 12.375
93.190.228.37, Amplification: 16.5
93.188.201.44, Amplification: 4.5
94.101.94.4, Amplification: 1.875
93.188.122.196, Amplification: 7.75
93.56.53.221, Amplification: 1.875
94.101.54.44, Amplification: 13.375
93.182.26.78, Amplification: 8.75
93.191.59.50, Amplification: 17.5
93.180.179.93, Amplification: 5.125
93.179.254.253, Amplification: 9.625
92.55.22.35, Amplification: 4.625
93.183.204.1, Amplification: 1.875
93.56.53.218, Amplification: 1.875
93.182.25.178, Amplification: 8.75
93.179.192.183, Amplification: 15.375
93.184.152.105, Amplification: 1.875
94.100.56.157, Amplification: 10.875
93.174.37.17, Amplification: 1.875
93.93.56.1, Amplification: 1.875
93.177.126.189, Amplification: 4.5
93.51.195.130, Amplification: 13.875
93.181.224.105, Amplification: 1.875
93.175.204.4, Amplification: 15.375
93.89.111.13, Amplification: 6.125
93.56.11.92, Amplification: 1.875
93.174.36.104, Amplification: 1.875
92.43.37.236, Amplification: 1.875
93.171.79.160, Amplification: 1.875
93.177.126.4, Amplification: 4.5
93.174.192.7, Amplification: 1.875
93.174.231.34, Amplification: 6.75
92.50.141.22, Amplification: 4.125
93.90.213.45, Amplification: 6.75
92.80.101.210, Amplification: 1.875
93.174.242.82, Amplification: 8.75
93.171.163.113, Amplification: 8.46875
93.177.158.73, Amplification: 14.375
92.45.47.30, Amplification: 1.875
93.90.213.127, Amplification: 7.25
93.92.92.2, Amplification: 4.5
93.171.154.102, Amplification: 4.125
93.158.35.210, Amplification: 1.875
93.171.163.28, Amplification: 1.875
94.232.11.178, Amplification: 4.5
93.158.35.189, Amplification: 1.875
93.158.35.192, Amplification: 1.875
93.186.252.89, Amplification: 1.875
93.170.218.214, Amplification: 2.6875
93.158.35.174, Amplification: 1.875
93.171.243.180, Amplification: 13.875
93.158.35.43, Amplification: 1.875
95.31.245.213, Amplification: 4.5
93.159.141.38, Amplification: 1.875
93.158.218.249, Amplification: 1.875
93.159.183.102, Amplification: 1.875
93.171.10.108, Amplification: 4.5
93.171.154.124, Amplification: 13.375
93.158.35.221, Amplification: 1.875
93.170.3.21, Amplification: 8.75
93.171.214.135, Amplification: 10.875
93.125.121.128, Amplification: 13.875
93.171.156.153, Amplification: 8.75
95.181.143.56, Amplification: 6.75
93.153.170.202, Amplification: 4.5
93.123.186.60, Amplification: 4.5
93.125.106.248, Amplification: 1.875
93.125.100.210, Amplification: 6.125
93.170.117.219, Amplification: 6.125
93.125.1.208, Amplification: 18.0
93.157.46.181, Amplification: 4.5
93.190.202.86, Amplification: 6.75
93.147.164.56, Amplification: 13.875
93.179.83.20, Amplification: 4.5
93.123.248.95, Amplification: 4.5
93.187.189.190, Amplification: 8.75
93.145.178.206, Amplification: 5.125
93.123.98.74, Amplification: 1.875
93.153.234.18, Amplification: 4.5
93.170.94.8, Amplification: 4.5
93.145.156.210, Amplification: 9.625
93.170.200.216, Amplification: 9.625
93.178.104.114, Amplification: 4.5
93.159.185.13, Amplification: 1.875
93.123.179.227, Amplification: 4.5
93.171.209.129, Amplification: 11.09375
93.63.254.50, Amplification: 1.875
93.170.209.77, Amplification: 4.625
93.153.229.38, Amplification: 8.75
93.158.228.243, Amplification: 8.25
93.145.96.230, Amplification: 9.125
93.170.128.8, Amplification: 8.96875
93.145.22.2, Amplification: 13.375
93.150.21.150, Amplification: 9.625
93.123.16.124, Amplification: 1.875
93.150.45.238, Amplification: 1.875
93.147.190.83, Amplification: 8.875
93.171.182.249, Amplification: 7.25
93.153.201.154, Amplification: 11.5
93.158.235.219, Amplification: 13.875
93.145.79.188, Amplification: 1.875
93.145.138.138, Amplification: 12.375
93.170.116.147, Amplification: 6.125
93.174.133.222, Amplification: 6.75
93.159.156.82, Amplification: 8.875
93.153.145.210, Amplification: 4.125
92.242.83.148, Amplification: 1.875
92.223.105.162, Amplification: 1.875
92.241.86.42, Amplification: 1.875
92.222.210.82, Amplification: 1.875
92.241.108.142, Amplification: 8.75
93.125.10.123, Amplification: 8.875
95.165.28.24, Amplification: 6.75
93.115.18.223, Amplification: 16.0
93.159.156.203, Amplification: 13.875
93.115.28.114, Amplification: 1.875
93.115.25.103, Amplification: 1.875
93.157.172.79, Amplification: 6.125
93.104.240.206, Amplification: 1.875
93.104.195.2, Amplification: 1.875
93.115.136.236, Amplification: 1.875
93.108.238.13, Amplification: 4.5
93.170.131.133, Amplification: 13.875
93.109.243.17, Amplification: 1.875
93.120.228.226, Amplification: 8.75
93.157.168.222, Amplification: 6.125
93.109.244.74, Amplification: 1.875
93.115.138.251, Amplification: 8.875
93.108.238.12, Amplification: 4.5
93.170.114.62, Amplification: 14.375
93.123.96.46, Amplification: 1.875
93.108.238.14, Amplification: 4.5
93.103.221.171, Amplification: 11.375
92.79.86.172, Amplification: 4.5
92.92.218.109, Amplification: 1.875
93.113.63.27, Amplification: 1.875
95.161.198.246, Amplification: 8.875
92.61.114.113, Amplification: 1.875
93.109.251.146, Amplification: 1.875
93.105.11.226, Amplification: 1.875
92.67.160.10, Amplification: 1.875
93.115.138.250, Amplification: 5.125
92.60.48.3, Amplification: 1.875
94.154.27.222, Amplification: 9.625
92.87.75.1, Amplification: 1.875
92.61.49.154, Amplification: 9.625
93.116.207.229, Amplification: 13.375
92.61.44.7, Amplification: 1.875
92.86.31.114, Amplification: 1.875
92.246.205.155, Amplification: 4.5
92.59.185.58, Amplification: 6.125
92.55.222.61, Amplification: 1.875
93.153.181.238, Amplification: 6.75
92.60.84.182, Amplification: 17.0
93.34.10.6, Amplification: 8.875
92.55.56.232, Amplification: 4.5
92.55.226.116, Amplification: 11.46875
93.122.145.238, Amplification: 13.875
92.53.124.134, Amplification: 4.5
92.53.104.56, Amplification: 6.75
93.120.239.198, Amplification: 5.625
92.62.65.136, Amplification: 6.125
92.62.65.138, Amplification: 5.25
93.182.24.146, Amplification: 13.3125
92.55.196.38, Amplification: 1.875
92.62.65.147, Amplification: 5.25
92.53.101.219, Amplification: 4.5
92.62.72.147, Amplification: 6.125
93.157.58.137, Amplification: 18.0
92.55.97.23, Amplification: 13.875
92.51.77.78, Amplification: 1.875
95.129.57.187, Amplification: 7.25
92.53.205.175, Amplification: 1.875
92.42.127.220, Amplification: 1.875
92.50.144.154, Amplification: 4.125
93.105.142.185, Amplification: 10.96875
92.51.13.31, Amplification: 6.75
92.45.23.168, Amplification: 1.875
92.42.120.232, Amplification: 6.125
93.240.221.83, Amplification: 1.875
92.45.25.227, Amplification: 1.875
92.45.25.228, Amplification: 1.875
93.122.164.198, Amplification: 4.625
93.109.234.70, Amplification: 15.375
92.42.209.138, Amplification: 4.5
92.50.131.67, Amplification: 1.875
92.42.210.43, Amplification: 4.5
93.120.235.46, Amplification: 15.0
92.42.15.119, Amplification: 1.875
92.51.127.10, Amplification: 8.875
92.43.224.1, Amplification: 4.5
92.38.225.169, Amplification: 6.75
92.38.227.68, Amplification: 11.5
92.53.204.18, Amplification: 1.875
92.42.164.36, Amplification: 4.5
92.27.159.59, Amplification: 1.875
92.26.84.139, Amplification: 1.875
92.42.164.40, Amplification: 4.5
92.255.95.138, Amplification: 4.5
92.39.107.106, Amplification: 4.125
92.255.231.212, Amplification: 12.25
92.42.8.21, Amplification: 4.125
92.249.219.47, Amplification: 1.875
92.45.47.27, Amplification: 1.875
92.249.148.38, Amplification: 1.875
92.249.143.157, Amplification: 10.875
92.38.133.221, Amplification: 1.875
92.45.47.114, Amplification: 6.625
93.103.220.170, Amplification: 13.375
92.44.191.15, Amplification: 1.875
92.47.64.90, Amplification: 1.875
92.50.161.153, Amplification: 8.875
92.49.159.116, Amplification: 8.75
92.253.204.180, Amplification: 1.875
91.249.242.218, Amplification: 9.625
92.245.149.15, Amplification: 1.875
92.63.86.134, Amplification: 15.65625
92.247.204.153, Amplification: 1.875
92.248.255.12, Amplification: 8.75
92.247.142.178, Amplification: 1.875
92.247.150.18, Amplification: 12.375
92.33.1.1, Amplification: 8.875
92.55.83.120, Amplification: 4.125
93.158.35.220, Amplification: 1.875
92.245.30.25, Amplification: 9.625
93.159.129.202, Amplification: 1.875
92.252.240.59, Amplification: 6.75
92.50.152.202, Amplification: 6.75
92.203.123.235, Amplification: 1.875
95.171.126.99, Amplification: 6.125
92.242.54.211, Amplification: 4.5
95.174.102.131, Amplification: 4.5
92.242.52.14, Amplification: 4.5
93.157.199.90, Amplification: 4.125
91.81.60.206, Amplification: 9.625
92.242.70.219, Amplification: 1.875
92.245.114.189, Amplification: 8.875
92.243.164.125, Amplification: 8.75
92.49.17.221, Amplification: 6.125
92.222.227.224, Amplification: 1.875
92.247.12.132, Amplification: 4.125
92.222.222.222, Amplification: 1.875
92.39.131.90, Amplification: 4.5
91.239.8.150, Amplification: 1.875
93.117.238.110, Amplification: 1.875
92.222.221.29, Amplification: 4.5
92.247.12.133, Amplification: 4.125
92.240.251.48, Amplification: 1.875
92.241.87.74, Amplification: 1.875
95.167.214.38, Amplification: 14.375
92.222.210.86, Amplification: 1.875
92.241.19.83, Amplification: 4.125
92.222.117.36, Amplification: 1.875
92.50.131.206, Amplification: 12.875
92.253.219.209, Amplification: 6.75
92.241.72.162, Amplification: 1.875
92.241.69.226, Amplification: 1.875
92.205.63.50, Amplification: 9.625
92.39.169.159, Amplification: 4.125
92.242.110.238, Amplification: 8.75
92.241.111.8, Amplification: 8.75
92.241.100.47, Amplification: 8.75
92.241.100.200, Amplification: 8.75
92.241.19.26, Amplification: 4.125
92.207.154.28, Amplification: 1.875
92.222.117.114, Amplification: 1.875
92.241.12.152, Amplification: 8.75
92.240.232.242, Amplification: 4.5
92.241.111.16, Amplification: 6.75
92.241.17.234, Amplification: 6.75
92.241.102.173, Amplification: 12.25
92.205.30.233, Amplification: 9.625
92.245.109.24, Amplification: 16.0
92.241.86.102, Amplification: 1.875
92.246.204.138, Amplification: 1.875
92.241.76.98, Amplification: 1.875
92.253.233.13, Amplification: 13.875
92.205.28.141, Amplification: 1.875
92.38.44.16, Amplification: 14.875
92.205.24.29, Amplification: 1.875
92.205.110.190, Amplification: 1.875
92.205.26.69, Amplification: 1.875
92.205.26.66, Amplification: 1.875
92.241.143.147, Amplification: 6.125
92.205.27.87, Amplification: 1.875
92.205.129.98, Amplification: 1.875
92.204.241.140, Amplification: 1.875
92.204.170.2, Amplification: 8.875
92.182.99.142, Amplification: 4.125
92.255.244.113, Amplification: 7.25
92.205.21.96, Amplification: 1.875
92.182.111.64, Amplification: 9.625
92.182.113.155, Amplification: 8.875
92.174.243.162, Amplification: 1.875
92.186.209.183, Amplification: 6.125
92.174.145.165, Amplification: 1.875
92.204.50.85, Amplification: 1.875
92.174.94.254, Amplification: 1.875
92.182.5.167, Amplification: 9.625
92.198.20.43, Amplification: 1.875
92.182.15.138, Amplification: 6.625
92.174.128.197, Amplification: 1.875
92.190.137.96, Amplification: 11.375
92.204.145.65, Amplification: 4.5
92.204.145.100, Amplification: 4.5
92.173.136.130, Amplification: 9.625
92.60.50.40, Amplification: 1.875
92.204.136.226, Amplification: 4.5
92.173.136.129, Amplification: 9.625
92.204.137.207, Amplification: 4.5
92.175.39.62, Amplification: 1.875
92.249.143.119, Amplification: 1.875
92.173.103.29, Amplification: 1.875
92.241.15.201, Amplification: 4.125
92.204.144.190, Amplification: 4.5
92.173.127.249, Amplification: 15.375
92.204.133.174, Amplification: 4.5
92.182.38.172, Amplification: 1.875
92.241.14.132, Amplification: 8.25
93.103.254.194, Amplification: 1.875
92.204.144.71, Amplification: 4.5
92.204.134.57, Amplification: 4.5
92.174.241.43, Amplification: 1.875
92.154.48.118, Amplification: 6.625
92.154.25.213, Amplification: 9.625
91.238.169.114, Amplification: 1.875
92.137.75.183, Amplification: 1.875
92.137.21.7, Amplification: 8.25
92.118.27.72, Amplification: 1.875
92.154.56.209, Amplification: 13.0
92.241.102.13, Amplification: 6.75
92.54.114.11, Amplification: 4.5
92.39.78.230, Amplification: 4.5
92.111.221.246, Amplification: 9.625
91.227.167.25, Amplification: 1.875
92.109.238.47, Amplification: 1.875
91.82.202.62, Amplification: 1.875
91.244.230.115, Amplification: 5.25
92.38.43.2, Amplification: 4.5
91.90.184.66, Amplification: 13.875
91.82.220.17, Amplification: 1.875
92.42.8.23, Amplification: 6.75
92.126.197.178, Amplification: 3.59375
91.25.225.252, Amplification: 1.875
91.26.76.75, Amplification: 1.875
91.25.225.251, Amplification: 1.875
91.82.175.23, Amplification: 1.875
92.111.105.228, Amplification: 1.875
91.25.225.250, Amplification: 1.875
91.83.163.250, Amplification: 1.875
91.249.242.34, Amplification: 1.875
91.93.172.170, Amplification: 1.875
91.249.242.86, Amplification: 1.875
91.26.44.250, Amplification: 12.25
91.249.238.157, Amplification: 14.375
91.92.52.60, Amplification: 6.125
91.249.142.66, Amplification: 7.375
92.190.147.147, Amplification: 8.875
91.93.163.189, Amplification: 1.875
92.203.123.237, Amplification: 1.875
91.247.249.171, Amplification: 4.5
91.247.250.131, Amplification: 6.75
93.145.246.134, Amplification: 8.875
91.25.229.149, Amplification: 8.875
91.93.64.53, Amplification: 14.375
92.124.156.129, Amplification: 4.5
91.246.72.17, Amplification: 15.375
92.124.195.22, Amplification: 8.75
91.247.249.121, Amplification: 1.875
91.247.250.178, Amplification: 11.5
91.72.184.234, Amplification: 3.3125
91.246.213.201, Amplification: 1.875
91.246.108.44, Amplification: 14.375
91.82.105.118, Amplification: 4.125
91.246.215.144, Amplification: 9.625
91.74.66.94, Amplification: 2.8125
93.63.229.132, Amplification: 1.875
92.101.192.202, Amplification: 6.75
91.74.88.86, Amplification: 13.875
91.74.90.206, Amplification: 2.8125
91.238.56.251, Amplification: 1.875
91.239.237.150, Amplification: 1.875
91.240.86.14, Amplification: 4.5
91.239.196.92, Amplification: 4.125
91.249.247.146, Amplification: 1.875
91.73.167.42, Amplification: 2.8125
91.241.49.28, Amplification: 1.875
92.39.93.72, Amplification: 4.125
91.238.56.20, Amplification: 6.125
91.245.159.2, Amplification: 4.5
92.118.133.66, Amplification: 4.125
91.238.233.182, Amplification: 1.875
91.212.60.162, Amplification: 4.5
91.238.234.226, Amplification: 1.875
91.218.210.19, Amplification: 1.875
91.239.140.59, Amplification: 8.75
91.239.126.182, Amplification: 6.75
91.239.126.178, Amplification: 6.75
91.239.140.215, Amplification: 6.125
92.223.166.221, Amplification: 15.375
91.245.157.39, Amplification: 4.5
92.222.210.80, Amplification: 1.875
92.240.232.232, Amplification: 4.5
91.238.235.138, Amplification: 14.375
91.239.140.56, Amplification: 8.75
91.244.113.72, Amplification: 4.5
91.235.100.31, Amplification: 4.5
91.235.195.237, Amplification: 6.125
91.236.137.82, Amplification: 1.875
94.181.179.145, Amplification: 8.25
91.242.213.12, Amplification: 7.75
91.232.105.138, Amplification: 16.0
91.236.52.154, Amplification: 13.875
91.233.237.201, Amplification: 1.875
91.233.25.196, Amplification: 1.875
91.230.68.158, Amplification: 1.875
91.77.168.204, Amplification: 4.125
91.232.141.157, Amplification: 4.125
91.234.183.63, Amplification: 8.75
91.233.176.248, Amplification: 4.125
91.73.236.195, Amplification: 1.875
91.240.15.14, Amplification: 4.5
91.229.62.10, Amplification: 1.875
91.232.141.91, Amplification: 8.875
91.231.101.36, Amplification: 1.875
91.90.216.190, Amplification: 8.75
91.237.182.203, Amplification: 18.0
91.236.200.2, Amplification: 4.5
92.124.98.146, Amplification: 4.5
91.231.164.16, Amplification: 9.625
91.233.25.138, Amplification: 1.875
91.238.234.38, Amplification: 14.375
91.202.230.18, Amplification: 9.625
92.154.7.133, Amplification: 9.625
91.228.32.110, Amplification: 13.375
91.229.51.242, Amplification: 7.75
91.233.42.162, Amplification: 7.75
91.238.234.26, Amplification: 4.125
91.194.22.2, Amplification: 1.875
91.232.146.7, Amplification: 18.0
92.241.100.101, Amplification: 6.75
91.230.50.52, Amplification: 4.5
91.235.7.108, Amplification: 4.5
91.230.146.12, Amplification: 4.5
91.228.210.31, Amplification: 6.75
91.228.126.92, Amplification: 1.875
94.190.228.223, Amplification: 1.875
91.93.153.68, Amplification: 8.875
91.228.178.92, Amplification: 6.75
91.226.8.87, Amplification: 4.125
92.111.243.98, Amplification: 1.875
91.228.236.117, Amplification: 4.625
91.220.37.39, Amplification: 9.625
91.230.154.37, Amplification: 6.75
91.228.179.196, Amplification: 4.5
91.223.52.29, Amplification: 8.875
91.228.126.134, Amplification: 1.875
91.223.74.126, Amplification: 4.125
91.229.216.3, Amplification: 6.125
91.225.176.34, Amplification: 13.875
91.224.90.39, Amplification: 1.875
91.224.90.15, Amplification: 1.875
91.224.230.93, Amplification: 6.125
91.240.45.182, Amplification: 6.75
91.93.153.73, Amplification: 8.875
91.226.38.254, Amplification: 1.875
91.224.61.250, Amplification: 1.875
91.238.233.122, Amplification: 15.375
91.90.190.58, Amplification: 13.375
91.223.52.156, Amplification: 4.125
91.233.172.225, Amplification: 8.75
91.220.37.38, Amplification: 9.625
91.237.182.202, Amplification: 4.5
91.223.52.142, Amplification: 1.875
91.230.110.98, Amplification: 1.875
91.226.172.139, Amplification: 6.75
91.226.178.2, Amplification: 4.5
91.221.51.12, Amplification: 1.875
91.219.83.40, Amplification: 8.875
91.223.224.178, Amplification: 12.25
91.219.7.202, Amplification: 4.5
92.198.57.34, Amplification: 1.875
91.222.67.189, Amplification: 8.875
91.220.12.161, Amplification: 4.5
91.219.245.27, Amplification: 1.875
91.236.114.66, Amplification: 8.75
91.217.86.4, Amplification: 1.875
91.221.189.71, Amplification: 1.875
91.244.112.244, Amplification: 1.875
91.215.150.74, Amplification: 4.125
91.244.112.248, Amplification: 1.875
91.244.112.253, Amplification: 1.875
91.240.68.151, Amplification: 1.875
91.207.68.197, Amplification: 13.875
91.188.188.64, Amplification: 16.5
91.201.177.185, Amplification: 8.75
91.218.208.155, Amplification: 1.875
91.223.106.229, Amplification: 1.875
91.225.228.170, Amplification: 4.5
91.219.164.70, Amplification: 6.75
91.218.244.153, Amplification: 1.875
91.218.86.33, Amplification: 4.5
91.223.120.25, Amplification: 1.875
91.224.169.226, Amplification: 8.75
91.236.176.148, Amplification: 8.75
91.211.200.53, Amplification: 1.875
91.217.40.81, Amplification: 1.875
91.209.174.71, Amplification: 1.875
91.210.26.82, Amplification: 4.5
91.235.80.17, Amplification: 8.75
91.221.189.80, Amplification: 7.25
91.219.203.237, Amplification: 8.75
91.218.221.242, Amplification: 6.75
91.211.108.108, Amplification: 4.125
91.217.187.1, Amplification: 1.875
91.221.57.203, Amplification: 14.875
91.210.25.81, Amplification: 7.25
91.215.189.126, Amplification: 4.125
91.219.6.226, Amplification: 12.25
91.211.65.238, Amplification: 8.875
91.219.6.228, Amplification: 12.25
91.213.240.188, Amplification: 6.75
91.211.124.53, Amplification: 5.125
91.208.20.17, Amplification: 1.875
91.212.217.54, Amplification: 1.875
91.214.222.41, Amplification: 1.875
91.218.100.11, Amplification: 8.75
91.225.229.207, Amplification: 14.875
91.215.224.65, Amplification: 4.5
91.215.60.157, Amplification: 4.5
91.227.23.66, Amplification: 4.5
91.211.19.46, Amplification: 4.5
91.212.198.24, Amplification: 4.5
91.209.233.20, Amplification: 4.5
91.230.197.217, Amplification: 11.5
91.217.109.128, Amplification: 6.75
91.238.235.178, Amplification: 14.375
91.226.223.235, Amplification: 1.875
91.215.62.69, Amplification: 16.0
91.210.206.13, Amplification: 4.5
91.244.172.167, Amplification: 12.25
93.86.60.136, Amplification: 1.875
91.244.221.14, Amplification: 1.875
91.206.211.186, Amplification: 5.25
91.221.88.210, Amplification: 6.125
91.229.110.25, Amplification: 15.5
91.205.72.51, Amplification: 6.125
91.217.3.126, Amplification: 7.25
91.219.98.69, Amplification: 8.75
91.206.73.50, Amplification: 4.5
91.203.70.201, Amplification: 1.875
91.203.248.20, Amplification: 8.875
91.203.248.21, Amplification: 8.875
91.231.15.25, Amplification: 6.125
91.224.168.104, Amplification: 6.125
91.202.45.170, Amplification: 6.75
91.205.144.27, Amplification: 1.875
91.198.138.254, Amplification: 12.25
91.201.22.58, Amplification: 13.875
